name,value,unit,source,derivation
sobol_peak_funding_requirement_value_of_eng_usd_yr,0.028607,share of variance,sobol.csv,"the first-order index of eng_usd_yr for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_cac_ref_spend_usd,9,rank,sobol.csv,the rank of cac_ref_spend_usd by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_cac_ref_spend_usd,0.026472,share of variance,sobol.csv,"the first-order index of cac_ref_spend_usd for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_market_reuse,10,rank,sobol.csv,the rank of market_reuse by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_market_reuse,0.017660,share of variance,sobol.csv,"the first-order index of market_reuse for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_units_per_content_head,11,rank,sobol.csv,the rank of units_per_content_head by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_units_per_content_head,0.015204,share of variance,sobol.csv,"the first-order index of units_per_content_head for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_reval_frac_yr,12,rank,sobol.csv,the rank of reval_frac_yr by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_reval_frac_yr,0.011245,share of variance,sobol.csv,"the first-order index of reval_frac_yr for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_churn_base,13,rank,sobol.csv,the rank of churn_base by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_churn_base,0.009960,share of variance,sobol.csv,"the first-order index of churn_base for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_sat_kappa,14,rank,sobol.csv,the rank of sat_kappa by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_sat_kappa,0.006035,share of variance,sobol.csv,"the first-order index of sat_kappa for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_price_uk_tut_gbp,15,rank,sobol.csv,the rank of price_uk_tut_gbp by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_price_uk_tut_gbp,0.005710,share of variance,sobol.csv,"the first-order index of price_uk_tut_gbp for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_eng_ramp_mult,16,rank,sobol.csv,the rank of eng_ramp_mult by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_eng_ramp_mult,0.004413,share of variance,sobol.csv,"the first-order index of eng_ramp_mult for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_overhead_mult,17,rank,sobol.csv,the rank of overhead_mult by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_overhead_mult,0.003795,share of variance,sobol.csv,"the first-order index of overhead_mult for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_creator_share,18,rank,sobol.csv,the rank of creator_share by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_creator_share,0.002472,share of variance,sobol.csv,"the first-order index of creator_share for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_uk_gbp_yr,19,rank,sobol.csv,the rank of uk_gbp_yr by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_uk_gbp_yr,0.002439,share of variance,sobol.csv,"the first-order index of uk_gbp_yr for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_churn_m1_extra,20,rank,sobol.csv,the rank of churn_m1_extra by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_churn_m1_extra,0.001433,share of variance,sobol.csv,"the first-order index of churn_m1_extra for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_pool_rel_row,21,rank,sobol.csv,the rank of pool_rel_row by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_pool_rel_row,0.001287,share of variance,sobol.csv,"the first-order index of pool_rel_row for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_sessions_per_hh_month,22,rank,sobol.csv,the rank of sessions_per_hh_month by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_sessions_per_hh_month,0.001213,share of variance,sobol.csv,"the first-order index of sessions_per_hh_month for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_acq_pct_of_rev,23,rank,sobol.csv,the rank of acq_pct_of_rev by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_acq_pct_of_rev,0.001181,share of variance,sobol.csv,"the first-order index of acq_pct_of_rev for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_price_drift_yr,24,rank,sobol.csv,the rank of price_drift_yr by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_price_drift_yr,0.001145,share of variance,sobol.csv,"the first-order index of price_drift_yr for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_school_win_rate,25,rank,sobol.csv,the rank of school_win_rate by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_school_win_rate,0.001015,share of variance,sobol.csv,"the first-order index of school_win_rate for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_price_in_mtok_usd,26,rank,sobol.csv,the rank of price_in_mtok_usd by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_price_in_mtok_usd,0.001004,share of variance,sobol.csv,"the first-order index of price_in_mtok_usd for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_cac_rel_us,27,rank,sobol.csv,the rank of cac_rel_us by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_cac_rel_us,0.000983,share of variance,sobol.csv,"the first-order index of cac_rel_us for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_hosting_hh_usd,28,rank,sobol.csv,the rank of hosting_hh_usd by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_hosting_hh_usd,0.000950,share of variance,sobol.csv,"the first-order index of hosting_hh_usd for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_step_uk_rep_usd_yr,29,rank,sobol.csv,the rank of step_uk_rep_usd_yr by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_step_uk_rep_usd_yr,0.000917,share of variance,sobol.csv,"the first-order index of step_uk_rep_usd_yr for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_acq_season_amp,30,rank,sobol.csv,the rank of acq_season_amp by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_acq_season_amp,0.000840,share of variance,sobol.csv,"the first-order index of acq_season_amp for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_price_rel_us,31,rank,sobol.csv,the rank of price_rel_us by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_price_rel_us,0.000790,share of variance,sobol.csv,"the first-order index of price_rel_us for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_school_seats,32,rank,sobol.csv,the rank of school_seats by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_school_seats,0.000700,share of variance,sobol.csv,"the first-order index of school_seats for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_alevel_exit_rate,33,rank,sobol.csv,the rank of alevel_exit_rate by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_alevel_exit_rate,0.000606,share of variance,sobol.csv,"the first-order index of alevel_exit_rate for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_us_sales_tax_eff,34,rank,sobol.csv,the rank of us_sales_tax_eff by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_us_sales_tax_eff,0.000591,share of variance,sobol.csv,"the first-order index of us_sales_tax_eff for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_price_uk_sw_gbp,35,rank,sobol.csv,the rank of price_uk_sw_gbp by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_price_uk_sw_gbp,0.000588,share of variance,sobol.csv,"the first-order index of price_uk_sw_gbp for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_peak_funding_requirement_rank_of_progress_continue,36,rank,sobol.csv,the rank of progress_continue by first-order index for target peak_funding_requirement
sobol_peak_funding_requirement_value_of_progress_continue,0.000584,share of variance,sobol.csv,"the first-order index of progress_continue for target peak_funding_requirement, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
